name,type,status
X31 Exposición a frío natural excesivo,clinical problems,1  
X32 Exposición a luz solar,clinical problems,1  
X33 Víctima de rayo,clinical problems,1  
X34 Víctima de terremoto,clinical problems,1  
X35 Víctima de erupción volcánica,clinical problems,1  
X36 Víctima de avalancha deslizamiento o hundimiento,clinical problems,1  
X37 Víctima de tormenta cataclísmica,clinical problems,1  
X38 Víctima de inundación,clinical problems,1  
X39 Exposición a otras fuerzas naturales,clinical problems,1  
X40 Envenenamiento por y exposición a analgésicos antipiréticos y antirreumáticos no opioides,clinical problems,1  
X41 Envenenamiento por y exposición a anticonvulsivos sedantes hipnóticos antiparkinsonianos y psicotrópicos no clasificados en otra parte,clinical problems,1  
X42 Envenenamiento por y exposición a narcóticos y psicodislépticos no clasificados en otra parte,clinical problems,1  
X43 Envenenamiento por y exposición a otras drogas que afectan principalmente al sistema nervioso autónomo,clinical problems,1  
X44 Envenenamiento por y exposición a otras drogas medicamentos y sustancias biológicas y a las no especificadas,clinical problems,1  
X45 Envenenamiento por y exposición al alcohol,clinical problems,1  
X46 Envenenamiento por y exposición a disolventes orgánicos halogenados y sus vapores,clinical problems,1  
X47 Envenenamiento por y exposición a otros gases y vapores,clinical problems,1  
X48 Envenenamiento por y exposición a pesticidas,clinical problems,1  
X49 Envenenamiento por y exposición a otras sustancias químicas y a las no especificadas,clinical problems,1  
X50 Exceso de ejercicio y movimientos o esfuerzos repentinos o prolongados,clinical problems,1  
X51 Viaje y movimiento,clinical problems,1  
X52 Inactividad física prolongada,clinical problems,1  
X53 Privación de alimentos,clinical problems,1  
X54 Privación de agua,clinical problems,1  
X57 Privación de aire,clinical problems,1  
X58 Exposición a otros factores especificados,clinical problems,1  
X59 Exposición a factores no especificados,clinical problems,1  
X60 Envenenamiento autoinfligido por y exposición a analgésicos antipiréticos y antirreumáticos no opioides,clinical problems,1  
X61 Envenenamiento autoinfligido por y exposición a anticonvulsivos sedantes hipnóticos antiparkinsonianos y psicotrópicos no clasificados en otra parte,clinical problems,1  
X62 Envenenamiento autoinfligido por y exposición a narcóticos y psicodislépticos no clasificados en otra parte,clinical problems,1  
X63 Envenenamiento autoinfligido por y exposición a otras drogas que afectan principalmente al sistema nervioso autónomo,clinical problems,1  
X64 Envenenamiento autoinfligido por y exposición a otras drogas medicamentos y sustancias biológicas y a las no especificadas,clinical problems,1  
X65 Envenenamiento autoinfligido por y exposición al alcohol,clinical problems,1  
X66 Envenenamiento autoinfligido por y exposición a disolventes orgánicos halogenados y sus vapores,clinical problems,1  
X67 Envenenamiento autoinfligido por y exposición a otros gases y vapores,clinical problems,1  
X68 Envenenamiento autoinfligido por y exposición a pesticidas,clinical problems,1  
X69 Envenenamiento autoinfligido por y exposición a otras sustancias químicas y a las no especificadas,clinical problems,1  
X70 Lesión autoinfligida por ahorcamiento estrangulación y sofocación,clinical problems,1  
X71 Lesión autoinfligida por sumersión y ahogamiento,clinical problems,1  
X72 Lesión autoinfligida por disparo de pistola,clinical problems,1  
X73 Lesión autoinfligida por disparo de rifle escopeta y arma de fuego de mayor tamaño,clinical problems,1  
X74 Lesión autoinfligida por disparo de otra arma de fuego y de las no especificadas,clinical problems,1  
X75 Lesión autoinfligida por explosivos,clinical problems,1  
X76 Lesión autoinfligida por humo fuego y llamas,clinical problems,1  
X77 Lesión autoinfligida por vapor agua caliente y objetos calientes,clinical problems,1  
X78 Lesión autoinfligida por objeto cortante o punzante,clinical problems,1  
X79 Lesión autoinfligida por objeto romo,clinical problems,1  
X80 Lesión autoinfligida por salto desde un lugar elevado,clinical problems,1  
X81 Lesión autoinfligida por salto o colocación delante de un objeto en movimiento,clinical problems,1  
X82 Lesión autoinfligida por colisión de vehículo de motor,clinical problems,1  
X83 Lesión autoinfligida por otros medios especificados,clinical problems,1  
X84 Lesión autoinfligida por medios no especificados,clinical problems,1  
X85 Agresión por drogas medicamentos y sustancias biológicas,clinical problems,1  
X86 Agresión por disolventes orgánicos halogenados y sus vapores,clinical problems,1  
X87 Agresión por otros gases y vapores,clinical problems,1  
X88 Agresión por pesticidas,clinical problems,1  
X89 Agresión por productos químicos corrosivos y cáusticos,clinical problems,1  
X90 Agresión por otras sustancias químicas y por las no especificadas,clinical problems,1  
X91 Agresión por ahorcamiento estrangulación y sofocación,clinical problems,1  
X92 Agresión por sumersión y ahogamiento,clinical problems,1  
X93 Agresión por disparo de pistola,clinical problems,1  
X94 Agresión por disparo de rifle escopeta y arma de fuego de mayor tamaño,clinical problems,1  
X95 Agresión por disparo de otra arma de fuego y de las no especificadas,clinical problems,1  
X96 Agresión por explosivos,clinical problems,1  
X97 Agresión por humo fuego y llamas,clinical problems,1  
X98 Agresión por vapor agua caliente y objetos calientes,clinical problems,1  
X99 Agresión por objeto cortante o punzante,clinical problems,1  
Y00 Agresión por objeto romo,clinical problems,1  
Y01 Agresión por empujón desde un lugar elevado,clinical problems,1  
Y02 Agresión por colocación delante de un objeto en movimiento,clinical problems,1  
Y03 Agresión por colisión de vehículo de motor,clinical problems,1  
Y04 Agresión por fuerza corporal,clinical problems,1  
Y05 Agresión sexual con fuerza corporal,clinical problems,1  
Y06 Negligencia y abandono,clinical problems,1  
Y07 Otros síndromes de maltrato,clinical problems,1  
Y08 Agresión por otros medios especificados,clinical problems,1  
Y09 Agresión por medios no especificados,clinical problems,1  
Y10 Envenenamiento por y exposición a analgésicos antipiréticos y antirreumáticos no opioides de intención no determinada,clinical problems,1  
Y11 Envenenamiento por y exposición a anticonvulsivos sedantes hipnóticos antiparkinsonianos y psicotrópicos no clasificados en otra parte de intención no determinada,clinical problems,1  
Y12 Envenenamiento por y exposición a narcóticos y psicodislépticos no clasificados en otra parte de intención no determinada,clinical problems,1  
Y13 Envenenamiento por y exposición a otras drogas que afectan principalmente al sistema nervioso autónomo de intención no determinada,clinical problems,1  
Y14 Envenenamiento por y exposición a otras drogas medicamentos y sustancias biológicas y a las no especificadas de intención no determinada,clinical problems,1  
Y15 Envenenamiento por y exposición al alcohol de intención no determinada,clinical problems,1  
Y16 Envenenamiento por y exposición a disolventes orgánicos halogenados y sus vapores de intención no determinada,clinical problems,1  
Y17 Envenenamiento por y exposición a otros gases y vapores de intención no determinada,clinical problems,1  
Y18 Envenenamiento por y exposición a pesticidas de intención no determinada,clinical problems,1  
Y19 Envenenamiento por y exposición a otras sustancias químicas y a las no especificadas de intención no determinada,clinical problems,1  
Y20 Ahorcamiento estrangulación y sofocación de intención no determinada,clinical problems,1  
Y21 Sumersión y ahogamiento de intención no determinada,clinical problems,1  
Y22 Disparo de pistola de intención no determinada,clinical problems,1  
Y23 Disparo de rifle escopeta y arma de fuego de mayor tamaño de intención no determinada,clinical problems,1  
Y24 Disparo de otra arma de fuego y de las no especificadas de intención no determinada,clinical problems,1  
Y25 Explosivos de intención no determinada,clinical problems,1  
Y26 Humo fuego y llamas de intención no determinada,clinical problems,1  
Y27 Vapor agua caliente y objetos calientes de intención no determinada,clinical problems,1  
Y28 Contacto con objetos cortantes romos o punzantes de intención no determinada,clinical problems,1  
Y29 Caída salto o colocación delante de objeto en movimiento de intención no determinada,clinical problems,1  
Y30 Colisión de vehículo de motor de intención no determinada,clinical problems,1  
Y31 Otros medios especificados de intención no determinada,clinical problems,1  
Y32 Medios no especificados de intención no determinada,clinical problems,1  
Y33 Muerte de causa indeterminada,clinical problems,1  
Y34 Evento no especificado,clinical problems,1  
Y35 Intervención legal y su efecto,clinical problems,1  
Y36 Operaciones de guerra,clinical problems,1  
Y40 Efectos adversos de penicilinas y antibióticos betalactámicos,clinical problems,1  
Y41 Efectos adversos de otros antibióticos sistémicos,clinical problems,1  
Y42 Efectos adversos de hormonas y sus sustitutos y antagonistas no clasificados en otra parte,clinical problems,1  
Y43 Efectos adversos de agentes antiinflamatorios antirreumáticos y analgésicos,clinical problems,1  
Y44 Efectos adversos de agentes antipiréticos anticonvulsivos y antiparkinsonianos,clinical problems,1  
Y45 Efectos adversos de agentes que afectan principalmente al sistema nervioso autónomo,clinical problems,1  
Y46 Efectos adversos de drogas que afectan principalmente al sistema cardiovascular,clinical problems,1  
Y47 Efectos adversos de drogas que afectan principalmente al sistema gastrointestinal,clinical problems,1  
Y48 Efectos adversos de agentes que afectan principalmente al equilibrio hídrico mineral y ácido base,clinical problems,1  
Y49 Efectos adversos de psicotrópicos,clinical problems,1  
Y50 Efectos adversos de agentes que afectan principalmente a la sangre y órganos hematopoyéticos,clinical problems,1  
Y51 Efectos adversos de agentes que afectan principalmente al sistema musculoesquelético,clinical problems,1  
Y52 Efectos adversos de drogas que afectan principalmente al aparato respiratorio,clinical problems,1  
Y53 Efectos adversos de drogas tópicas que afectan a la piel y mucosas y ojos,clinical problems,1  
Y54 Efectos adversos de agentes que afectan al sistema inmunológico,clinical problems,1  
Y55 Efectos adversos de sustancias no medicinales utilizadas terapéuticamente,clinical problems,1  
Y56 Efectos adversos de otros fármacos y medicamentos no clasificados en otra parte,clinical problems,1  
Y57 Efectos adversos de otras sustancias y de las no especificadas,clinical problems,1  
Y58 Efectos adversos de vacunas bacterianas,clinical problems,1  
Y59 Efectos adversos de otras vacunas y sustancias biológicas,clinical problems,1  
Y60 Corte perforación punción accidental durante atención médica o quirúrgica,clinical problems,1  
Y61 Introducción accidental de objeto extraño durante atención médica o quirúrgica,clinical problems,1  
Y62 Fracaso en la aplicación de medidas profilácticas durante atención médica o quirúrgica,clinical problems,1  
Y63 Error en la dosificación de medicación durante atención médica o quirúrgica,clinical problems,1  
Y64 Contaminación accidental de medicación durante atención médica o quirúrgica,clinical problems,1  
Y65 Otros incidentes durante atención médica o quirúrgica,clinical problems,1  
Y66 Ausencia de intervención quirúrgica o médica indicada,clinical problems,1  
Y69 Accidente no especificado durante atención médica o quirúrgica,clinical problems,1  
Y70 Dispositivos y materiales médicos y quirúrgicos asociados con eventos adversos,clinical problems,1  
Y71 Dispositivos médicos y quirúrgicos para diagnóstico asociados con eventos adversos,clinical problems,1  
Y72 Otros dispositivos médicos y quirúrgicos terapéuticos asociados con eventos adversos,clinical problems,1  
Y73 Otros dispositivos asociados con eventos adversos,clinical problems,1  
Y74 Dispositivos médicos desechables asociados con eventos adversos,clinical problems,1  
Y75 Sustancias biológicas asociadas con eventos adversos,clinical problems,1  
Y76 Dispositivos médicos no especificados asociados con eventos adversos,clinical problems,1  
Y77 Lentes de contacto y gafas asociadas con eventos adversos,clinical problems,1  
Y78 Dispositivos médicos no activos asociados con eventos adversos,clinical problems,1  
Y79 Dispositivos ortopédicos y prótesis asociados con eventos adversos,clinical problems,1  
Y80 Materiales y dispositivos de tratamiento dental asociados con eventos adversos,clinical problems,1  
Y81 Dispositivos quirúrgicos generales asociados con eventos adversos,clinical problems,1  
Y82 Otros dispositivos médicos asociados con eventos adversos,clinical problems,1  
Y83 Procedimientos quirúrgicos como causa de reacción anormal o complicación posterior sin mención de accidente,clinical problems,1  
Y84 Otros procedimientos médicos como causa de reacción anormal o complicación posterior sin mención de accidente,clinical problems,1  
Y85 Secuelas de accidentes de transporte,clinical problems,1  
Y86 Secuelas de otros accidentes,clinical problems,1  
Y87 Secuelas de lesiones autoinfligidas y agresiones,clinical problems,1  
Y88 Secuelas de eventos adversos en atención médica,clinical problems,1  
Y89 Secuelas de otras causas externas,clinical problems,1  
Y90 Evidencia de alcohol en sangre,clinical problems,1  
Y91 Evidencia de intoxicación por alcohol determinada por observación clínica,clinical problems,1  
Y95 Condición nosocomial,clinical problems,1  
Y96 Condición relacionada con el trabajo,clinical problems,1  
Y97 Condición relacionada con contaminación ambiental,clinical problems,1  
Y98 Condición relacionada con el estilo de vida,clinical problems,1  
Y99 Situación de actividad,clinical problems,1  
Z00 Examen general y de investigación de personas sin quejas o diagnóstico informado,clinical problems,1  
Z01 Otros exámenes especiales de personas sin quejas o diagnóstico informado,clinical problems,1  
Z02 Examen y encuentro con fines administrativos,clinical problems,1  
Z03 Observación por sospecha de enfermedades y condiciones,clinical problems,1  
Z04 Examen y observación por otras razones,clinical problems,1  
Z08 Seguimiento de tratamiento de neoplasias,clinical problems,1  
Z09 Seguimiento de tratamiento por otras afecciones,clinical problems,1  
Z10 Examen de salud de rutina de subpoblaciones definidas,clinical problems,1  
Z11 Examen especial para detección de enfermedades infecciosas y parasitarias,clinical problems,1  
Z12 Examen especial para detección de neoplasias,clinical problems,1  
Z13 Examen especial para detección de otros trastornos y enfermedades,clinical problems,1  
Z20 Contacto y exposición con enfermedades transmisibles,clinical problems,1  
Z21 Estado asintomático con infección por VIH,clinical problems,1  
Z22 Portador de enfermedades infecciosas,clinical problems,1  
Z23 Necesidad de inmunización,clinical problems,1  
Z24 Necesidad de inmunización contra enfermedades específicas,clinical problems,1  
Z25 Estado de inmunización incompleto,clinical problems,1  
Z26 Estado de inmunización con anticuerpos,clinical problems,1  
Z27 Otras inmunizaciones profilácticas,clinical problems,1  
Z28 Inmunización no llevada a cabo,clinical problems,1  
Z29 Necesidad de otras medidas profilácticas,clinical problems,1  
Z30 Manejo general relacionado con la anticoncepción,clinical problems,1  
Z31 Manejo general relacionado con la procreación,clinical problems,1  
Z32 Prueba de embarazo y resultados,clinical problems,1  
Z33 Estado de embarazo,clinical problems,1  
Z34 Supervisión del embarazo normal,clinical problems,1  
Z35 Supervisión del embarazo de alto riesgo,clinical problems,1  
Z36 Examen prenatal de rutina,clinical problems,1  
Z37 Resultado del parto,clinical problems,1  
Z38 Nacido vivo según lugar del nacimiento y tipo de parto,clinical problems,1  
Z39 Atención posterior al parto,clinical problems,1  
Z40 Procedimientos profilácticos,clinical problems,1  
Z41 Procedimientos para otras razones que no sean enfermedades,clinical problems,1  
Z42 Atención de seguimiento posterior a cirugía plástica,clinical problems,1  
Z43 Atención de seguimiento posterior a colocación de dispositivo,clinical problems,1  
Z44 Ajuste y manejo de dispositivos externos,clinical problems,1  
Z45 Ajuste y manejo de dispositivos implantables,clinical problems,1  
Z46 Ajuste y manejo de otros dispositivos,clinical problems,1  
Z47 Atención de seguimiento ortopédico,clinical problems,1  
Z48 Atención de seguimiento posterior a cirugía,clinical problems,1  
Z49 Atención de seguimiento para diálisis,clinical problems,1  
Z50 Atención de seguimiento para rehabilitación,clinical problems,1  
Z51 Atención de seguimiento para tratamiento antineoplásico y paliativo,clinical problems,1  
Z52 Donación de órganos y tejidos,clinical problems,1  
Z53 Procedimientos no realizados por razones específicas,clinical problems,1  
Z54 Convalecencia,clinical problems,1  
Z55 Problemas relacionados con la educación y la alfabetización,clinical problems,1  
Z56 Problemas relacionados con el empleo y el desempleo,clinical problems,1  
Z57 Exposición ocupacional a factores de riesgo,clinical problems,1  
Z58 Problemas relacionados con el entorno físico,clinical problems,1  
Z59 Problemas relacionados con la vivienda y las circunstancias económicas,clinical problems,1  
Z60 Problemas relacionados con el entorno social,clinical problems,1  
Z61 Problemas relacionados con eventos negativos en la infancia,clinical problems,1  
Z62 Otros problemas relacionados con la educación y crianza,clinical problems,1  
Z63 Otros problemas relacionados con el grupo primario de apoyo, incluidas circunstancias familiares,clinical problems,1  
Z64 Problemas relacionados con circunstancias de la vida,clinical problems,1  
Z65 Problemas relacionados con otras circunstancias psicosociales,clinical problems,1  
Z66 Rechazo a tratamiento y procedimiento,clinical problems,1  
Z67 Condición relacionada con el tipo de sangre Rh,clinical problems,1  
Z68 Índice de masa corporal,clinical problems,1  
Z69 Problemas relacionados con servicios de salud mental,clinical problems,1  
Z70 Problemas relacionados con la orientación sexual y comportamiento sexual,clinical problems,1  
Z71 Personas en contacto con servicios de salud por otras circunstancias,clinical problems,1  
Z72 Problemas relacionados con el estilo de vida,clinical problems,1  
Z73 Problemas relacionados con la organización de la vida,clinical problems,1  
Z74 Problemas relacionados con la dependencia del cuidado de otros,clinical problems,1  
Z75 Problemas relacionados con servicios médicos y otras razones,clinical problems,1  
Z76 Personas en contacto con servicios de salud por otras razones,clinical problems,1  
Z77 Contacto con y exposición a factores ambientales,clinical problems,1  
Z78 Otros estados de salud definidos,clinical problems,1  
Z79 Uso prolongado de medicamentos,clinical problems,1  
Z80 Antecedentes familiares de neoplasias malignas,clinical problems,1  
Z81 Antecedentes familiares de trastornos mentales y del comportamiento,clinical problems,1  
Z82 Antecedentes familiares de ciertas discapacidades y enfermedades crónicas,clinical problems,1  
Z83 Antecedentes familiares de otros trastornos,clinical problems,1  
Z84 Antecedentes familiares de otras condiciones,clinical problems,1  
Z85 Antecedentes personales de neoplasias malignas,clinical problems,1  
Z86 Antecedentes personales de otras enfermedades,clinical problems,1  
Z87 Antecedentes personales de otras enfermedades y condiciones,clinical problems,1  
Z88 Antecedentes personales de alergia a drogas, medicamentos y sustancias biológicas,clinical problems,1  
Z89 Ausencia adquirida de miembros,clinical problems,1  
Z90 Ausencia adquirida de órganos, no clasificados en otra parte,clinical problems,1  
Z91 Factores de riesgo personales, no clasificados en otra parte,clinical problems,1  
Z92 Antecedentes personales de tratamiento médico, clinical problems,1  
Z93 Presencia de dispositivos para procedimientos médicos,clinical problems,1  
Z94 Trasplante de órganos y tejidos,clinical problems,1  
Z95 Presencia de implantes y de injertos cardíacos y vasculares,clinical problems,1  
Z96 Presencia de otros dispositivos funcionales,clinical problems,1  
Z97 Presencia de otros dispositivos,clinical problems,1  
Z98 Otros estados postprocedimiento,clinical problems,1  
Z99 Dependencia de máquinas y dispositivos que apoyan funciones vitales,clinical problems,1  

